timestamp,room_temperature,room_humidity,lighting_intensity,room_air_quality,room_CO2,room_occupancy,occupant_id,lighting_control,HVAC_temperature,air_quality_control,energy_consumption,energy_cost,predicted_entry_time,predicted_exit_time,energy_efficiency
2024-02-05 08:00:00,21.87270059423681,37.776993932579295,204.6822734943624,53.45405988417796,407.19958782835926,0,2,43.211623680192936,21.417535951354697,1.795786375015096,1.3202929606091773,0.15843515527310129,7,9,1
2024-02-05 08:15:00,24.75357153204958,43.12851421067537,198.79151962879993,55.933627943827446,430.5432329299986,1,3,96.65907702233167,24.742125777707464,7.451046181864007,0.9041098477429571,0.10849318172915486,4,8,0
2024-02-05 08:30:00,23.659969709057027,48.09418753814612,462.50183220841467,45.00935797584998,426.0160929790159,0,8,45.221510010171805,24.212320534177877,51.039272134870664,0.7215010508538527,0.08658012610246232,14,1,0
2024-02-05 08:45:00,22.993292420985185,45.98337329614342,199.81847993980244,52.49748199213998,365.3899904693774,1,7,14.278563666788468,23.61186753816399,96.94393756758784,1.0120233891087593,0.12144280669305112,14,10,1
2024-02-05 09:00:00,20.780093202212182,47.09841721792175,208.7798904514524,51.434919662874975,364.9249469741474,1,2,38.94346800776732,20.389969332047045,69.32095422188678,1.048841755593474,0.12586101067121686,6,12,1
2024-02-05 09:15:00,20.779972601681013,44.88175050066076,403.75930496718547,56.65660753576542,376.81743677449134,0,6,95.17024063905372,20.5306500965451,7.091619143856953,1.038326372009912,0.12459916464118945,7,9,1
2024-02-05 09:30:00,20.290418060841,45.38414846776779,279.895936980216,58.12174120962521,386.1074726341037,1,9,31.97208493398542,22.46390672932478,18.936087579186278,1.0650737914801054,0.12780885497761263,11,2,1
2024-02-05 09:45:00,24.330880728874675,47.73793477347979,410.6842227820725,40.243135429547735,390.84555814084825,1,4,86.80981598670628,20.803566745954928,77.132314321685,1.448704918239181,0.17384459018870171,6,3,1
2024-02-05 10:00:00,23.005575058716044,38.74502013288779,126.14646302575409,53.48039838117585,417.9697216833345,0,9,88.12506816818897,24.89132731764737,84.14397599562447,1.4022456230962312,0.16826947477154774,11,2,1
2024-02-05 10:15:00,23.540362888980226,42.34137445464711,295.02847746935373,41.03671598239458,355.66804321658356,0,2,35.01865243319611,20.792601170137047,61.76945861885908,1.3757170365589393,0.1650860443870727,13,13,1
2024-02-05 10:30:00,20.102922471479012,38.31814162729403,113.44544007331305,50.97717330154712,353.46727042260665,0,2,8.325765805063213,22.43733917731987,64.44231696298166,1.301416810908627,0.15617001730903524,12,14,1
2024-02-05 10:45:00,24.849549260809972,49.81502011994971,125.0612813821418,45.75265458087357,389.19105629439093,0,9,72.45579091588182,21.820605284207527,2.8337450383384644,1.4434281072652855,0.17321137287183425,6,8,1
2024-02-05 11:00:00,24.162213204002107,49.160890095299195,462.57498133776437,46.13553199044282,419.71636921379803,1,7,31.1512299013986,23.19693210727049,82.85302595815085,0.5984946416794032,0.07181935700152839,2,2,0
2024-02-05 11:15:00,21.06169555339138,35.59140217052759,155.69814844703808,47.059170069047134,369.3435342956483,0,7,78.29236142575724,20.645182044447125,78.82752081708297,0.7651232614457395,0.09181479137348873,5,10,0
2024-02-05 11:30:00,20.909124836035502,45.58362758773533,312.96827291008685,52.4258489809922,414.1504481256252,0,1,44.26548482604331,22.151582140211953,25.903514410334715,0.9950559456545849,0.11940671347855018,3,2,0
2024-02-05 11:45:00,20.91702254926717,48.87872476123499,264.4382410402826,46.68099931337538,375.98281379402994,0,6,48.52667423426216,21.37352516403572,70.8676719965507,1.3465344931234053,0.16158413917480863,7,1,1
2024-02-05 12:00:00,21.521211214797688,37.708630176910006,238.93733050353708,54.65398101180561,438.60861088135164,0,7,77.79094067485369,24.43875762335844,21.48546064249981,1.0051657115227326,0.1206198853827279,4,7,1
2024-02-05 12:15:00,22.62378215816119,43.519178458289446,459.933338274909,48.09054771147739,439.5689944266617,0,6,38.23633310616279,20.202928560673474,4.033016105151299,1.2480347393415887,0.14976416872099063,1,12,1
2024-02-05 12:30:00,22.15972509321058,48.73232446382063,108.7293587101958,41.36706400619917,379.72872042813265,1,6,44.31273453229145,24.568637470032296,20.113654259037727,0.6389599052489162,0.07667518862986994,12,2,0
2024-02-05 12:45:00,21.45614570099021,35.50918967878698,365.51587447023564,55.675196849682145,372.99937539632407,0,2,37.619046876962216,24.164970692765003,17.86288767542995,0.7524138129765602,0.09028965755718722,12,10,0
2024-02-05 13:00:00,23.059264473611897,45.4613040087026,485.35777368542017,45.71516649185412,391.1303972066231,1,6,36.734051527728,21.487853582204078,33.77479967348472,1.2317760950376724,0.14781313140452068,6,5,1
2024-02-05 13:15:00,20.69746930326021,39.46023511058826,324.0672733847368,48.65533759198525,374.05315851801487,0,4,52.594657690145944,23.946453273385522,41.84494971754581,0.664734008887724,0.07976808106652689,6,5,0
2024-02-05 13:30:00,21.460723242676092,48.865942930647954,474.7289848132367,53.708877664438035,417.23838432917034,0,9,80.87994445011508,20.156067801693737,50.853889149770794,0.8513559346549268,0.10216271215859121,7,3,0
2024-02-05 13:45:00,21.831809216468457,49.56587367748052,120.9031517144095,46.64912314297424,432.6064684548286,0,1,36.176831192256586,24.83432775146697,47.675387550832816,0.7648662578135714,0.09178395093762856,11,3,0
2024-02-05 14:00:00,22.28034992108518,49.16399733670151,267.5173276296646,41.131713122934315,417.3092130911217,0,8,52.42547205377367,22.632974712948947,27.067460596528935,0.8498616942224785,0.10198340330669742,8,13,0
2024-02-05 14:15:00,23.925879806965067,42.11321324986196,204.06311638482046,47.47842094025627,432.435044724935,0,5,67.07273254426008,21.516405130327225,2.9170668574074465,1.2083240490779703,0.14499888588935644,3,12,1
2024-02-05 14:30:00,20.9983689107918,47.930639764839704,392.32838599229194,58.88897165388607,389.6992162207474,0,1,26.9439446303655,21.812916062973386,60.51016222371507,0.867847181142801,0.10414166173713611,14,3,0
2024-02-05 14:45:00,22.571172192068058,47.668240978026056,492.51883619889867,52.83468794597116,365.6316970708861,0,4,27.752280490239258,20.332026767302487,39.57448298473544,1.0552633226079402,0.12663159871295282,6,6,1
2024-02-05 15:00:00,22.962072844310214,39.78650709864883,202.61202497769912,53.42958297334414,423.79509473975924,0,1,93.34131270234548,24.946747570210196,29.86721573875497,0.5999318770544096,0.07199182524652915,10,14,0
2024-02-05 15:15:00,20.23225206359999,47.43373211226016,361.6698405896298,52.6456430727528,386.0474505141554,1,6,72.35345733310886,20.196459725753463,86.69410428305123,1.3050176932346278,0.15660212318815533,2,4,1
2024-02-05 15:30:00,23.037724259507193,35.55511452073239,179.23905310389605,43.979842779188736,417.12708252291327,0,2,57.71866762233089,23.274535615739296,74.67433077981597,0.8698886256481249,0.10438663507777497,13,13,0
2024-02-05 15:45:00,20.852620618436458,43.9440481772308,326.13210182864395,48.3666772820456,377.06439419817656,1,5,64.7720054420612,22.21367963853229,85.77655483724422,1.1485341590333424,0.1378240990840011,14,3,1
2024-02-05 16:00:00,20.325257964926397,38.45013255931555,285.5729946753345,55.018795967266364,358.1229634806673,0,7,2.9299443103418366,24.744581090943576,49.4982794712461,1.2253896016618326,0.1470467521994199,9,2,1
2024-02-05 16:15:00,24.74442768626667,36.80850328665918,488.8021318526148,42.027457951063184,449.25817954877635,1,2,61.81029655616969,21.229998701533976,13.093125212677748,0.7096609221117004,0.08515931065340404,2,13,0
2024-02-05 16:30:00,24.828160165372797,36.154298024438134,343.41090907858666,45.55705552179425,365.6201507930599,0,6,50.95088732242019,22.660434119690056,69.62214361212725,1.38467498495335,0.166160998194402,3,3,1
2024-02-05 16:45:00,24.041986740582306,45.444331638172095,239.8025488347275,45.526382169317074,448.8420993963481,0,6,54.574967977943565,22.411781042913766,20.607377993717524,1.116224251606953,0.13394691019283433,12,4,1
2024-02-05 17:00:00,21.523068845866852,40.09812445652099,145.63831395517334,48.64037855189012,447.7279932566447,0,5,35.94238268308171,23.514332220250505,44.12296690917168,0.9287251417514815,0.11144701701017777,13,6,0
2024-02-05 17:15:00,20.48836057003192,45.87150157293142,160.49873149397382,59.6073748188437,429.38181039080393,1,5,8.14738977129419,20.3400511597621,6.5000788948888495,0.6823351835782195,0.08188022202938634,10,4,0
2024-02-05 17:30:00,23.421165132560784,35.980345111984136,190.12677198049403,41.35005093367644,415.94229620819976,1,3,19.33392336120522,20.968945650116773,82.53084024229824,1.4423009379012068,0.1730761125481448,12,8,1
2024-02-05 17:45:00,22.200762468698006,39.72935506745915,200.3866645361192,50.3740198876119,407.7807050251085,1,10,95.07447132126717,21.07282410046425,12.594064104750057,1.255068204131625,0.150608184495795,12,3,1
2024-02-05 18:00:00,20.610191174223893,43.09236938563006,440.2464231364551,43.58729364024421,436.6101545377835,1,10,40.8699562270934,23.69075377420845,90.30975070493096,0.7080245627332489,0.08496294752798986,2,12,0
2024-02-05 18:15:00,22.47588455055635,46.86084747258445,324.48911531300996,59.413530908194886,378.9439521619488,0,2,46.66831558308642,20.9456934816337,86.42306022615571,0.8377107747242245,0.10052529296690693,9,3,0
2024-02-05 18:30:00,20.171942605576092,39.78128754398105,309.35636454974656,42.266070094549285,396.7681212484877,0,7,5.270978985343899,22.867458819454882,46.4582764439246,1.3096742580880734,0.1571609109705688,1,3,1
2024-02-05 18:45:00,24.54660201039391,44.38837064655514,145.90754874768697,48.072020047231824,411.9389969366502,0,1,3.756622954398059,21.07621910250477,74.43682043039907,1.195677663215339,0.14348131958584068,5,8,1
2024-02-05 19:00:00,21.293899908000085,48.28966622354281,444.055877339774,54.75769969669212,391.11904758694914,1,6,71.71814470467577,24.308124750419893,61.94450738181533,1.2657842927157243,0.1518941151258869,1,4,1
2024-02-05 19:15:00,23.31261142176991,44.23794782273457,389.1257212833935,54.091088560548904,392.7486454090268,0,6,53.80946641211113,24.710927272448192,80.30756423377449,0.9412011022129324,0.11294413226555189,5,1,0
2024-02-05 19:30:00,21.558555380447054,38.49439212130451,127.06734476000064,48.45457273787865,383.02846675020845,1,3,50.87059842162667,22.5924648747112,43.180510078591205,1.2164762626421668,0.14597715151706,8,2,1
2024-02-05 19:45:00,22.600340105889053,35.36601172334807,383.1340388919075,46.930483359054364,406.4231816684536,1,2,24.312453042266867,21.76154442104589,78.580848424435,0.8864937228639137,0.10637924674366964,8,13,0
2024-02-05 20:00:00,22.733551396716397,48.05148310851395,317.41528693705845,47.95224757105741,435.0574528015116,1,2,74.47507316299222,21.170288875087497,46.245681706514794,0.7112629169381964,0.08535155003258357,11,14,0
2024-02-05 20:15:00,20.924272277627637,35.31904116275581,132.6901382987113,45.28552526317279,370.1528378006313,1,9,16.82365791084919,20.248905007615217,94.09657878427939,1.13267703484136,0.13592124418096319,8,10,1
2024-02-05 20:30:00,24.847923138822793,48.12052509026299,283.3202566114626,44.106658774135994,443.44330387534416,1,5,18.993474366102003,21.342500380987477,48.637210082514756,1.476013925598794,0.17712167107185528,2,13,1
2024-02-05 20:45:00,23.875664116805574,42.93405701040818,293.8785148520188,49.6607939511778,418.90876537482296,0,7,46.07121713482755,23.27117889972659,46.261927193372955,0.8106009713953296,0.09727211656743955,8,13,0
